"CVE","analfabeta","sin_primaria","sin_drenaje","sin_electricidad","sin_agua_entubada","con_hacinamiento","con_piso_tierra","habitantes_5000","salarios_minimos"
24030,14.24,49.07,8.02,5.09,19.86,28.52,4.96,100,74.67
24031,30.3,54.85,18.41,20.86,57.32,60.26,35.64,100,85.35
24032,12.37,35.12,20.04,9.91,27.43,43.48,10.11,67.52,52.73
24033,11.22,43.96,10.84,3.76,10.61,36.41,6.81,100,74.76
24034,14.92,32.02,1.92,9.5,11.48,44.71,14.83,56.92,73.85
24035,2.8,11.03,0.39,0.58,1.04,26.51,1.99,4.79,32.46
24036,14.51,38.16,6.11,10.96,34.92,42.37,14.16,100,64.64
24037,16.13,31.04,1.38,4.04,41.45,52.57,27.59,74.63,61.64
24038,15.06,31.84,1.96,7.88,49.26,42.56,19.3,100,81.13
24039,18.27,34.12,3.66,12.02,27.87,48.45,31.91,100,83.54
24040,9.12,29.86,1.63,4.15,9.19,41.94,12.87,57.01,57.33
24041,14.68,34.09,4.96,9.25,9.77,54.72,30.82,100,80.69
24042,13.87,29.77,3.36,7.2,5.2,40.57,13.31,29.59,70.85
24043,16.16,43.29,18.31,7.31,19.14,43,7.47,41.7,62.19
24044,10.95,35.16,5.58,5.97,35.93,49.36,6.43,100,78.03
24045,11.61,34.99,9.51,13.28,21.87,38.36,7.22,60.37,76
24046,11.11,36.73,35.72,6.68,30.1,44.81,8.65,66.74,58.41
24047,17.38,47.44,6.76,6.98,34.77,41.12,8.38,100,88.11
24048,8.74,25.74,4.33,1.73,2.35,35.48,2.9,100,51.19
24049,11.27,46.54,16.75,3.24,16.63,47.85,6.44,67.82,79.49
24050,9.54,32.71,16.46,3.53,12.94,50.01,10.64,77.86,47.81
24051,9.97,36.08,7.78,5.91,13.63,37.49,4.5,100,59.33
24052,14.4,47.59,1.33,3.92,5.73,31.49,18.59,100,70.54
24053,10.32,27.23,1.08,5.46,27.55,43.81,21.65,76.8,71.27
24054,11.12,29.51,1.5,12.23,37.59,53.37,22.06,87.23,76.67
24055,14.11,34.74,15.4,3.3,25.13,49.83,11.8,59.69,44.27
24056,13.45,37.58,6.42,5.09,18.98,52.76,6.05,51.22,75.37
24057,16.61,36.08,1.32,4.98,59.91,52.23,19.79,100,77.93
24058,7.23,29.86,2.49,2.98,3.67,42.93,5.46,48.47,62.6
25001,3.33,15.18,1.9,0.49,0.83,37.81,4.83,30.36,33.94
25002,5.12,27.01,2.91,0.42,1.85,39.06,3.53,73.71,32.11
25003,11.75,36.48,24.85,22,53.49,41.82,20.08,100,56.68
25004,7.66,26.76,11.2,5.76,10.01,45.61,15.51,70.77,43.77
25005,12.33,35.34,17.2,1.92,20.53,47.76,22.62,60.61,42.49
25006,3.76,15.6,1.68,0.57,2.02,35.15,4.28,14.73,19.61
25007,14.27,43.22,13.64,8.86,30.11,48.31,23.46,71.8,58.15
25008,8.87,30.23,8.76,1,1.5,47.25,6.78,63.51,41.16
25009,5.8,21.84,4.34,0.93,10.7,44.74,6.02,32.37,38.8
25010,7.47,27.54,6.44,1.87,6.77,46.57,14.89,63.31,52.32
25011,6.29,23.85,3.6,0.51,8.18,42.1,6.45,51.25,43.87
25012,2.67,12.92,1.18,0.44,1.15,32.76,3.49,8.48,29.25
25013,10.26,36.92,9.93,0.93,21.58,40.44,10.46,74.33,48.05
25014,6.93,25.08,5.8,2.59,7.22,42.39,6.93,67.6,42.39
25015,4.07,18.14,1.71,0.16,3.35,38,3.31,12.47,34.39
25016,9.06,33.18,10.44,3.16,6.38,43.41,11.92,100,47.9
25017,12.19,37.43,11.34,3.27,14.82,48.5,21.85,86.92,64.82
25018,7.64,28.57,2.56,0.47,3.1,46.8,6.36,53.43,31.91
26001,4.03,23.43,1.52,0.3,0.08,34.52,1.75,100,40.13
26002,2.05,12.8,0.36,2.97,0.95,34.13,2.57,2.38,38.04
26003,11.63,33.54,12.44,7.28,10.99,45.76,23.3,63.85,54.8
26004,4.35,25.38,3.04,1.01,4.37,40.72,1.84,12.4,25.65
26005,5.14,30.09,2.78,10.45,0,25.98,4.41,100,51.77
26006,3.77,27.75,1.92,3.21,4.34,20.89,4.11,100,50
26007,2.62,17.03,0.48,0.8,1.28,18.07,0,100,44.97
26008,4.87,31.93,2.09,0.24,0,27.07,0.96,100,56.27
26009,7.6,37.68,4.09,4.61,1.02,21.83,5.11,100,58.33
26010,3.94,23.87,1.57,3.23,1.93,28.54,8.88,100,67.88
26011,3.94,24.23,1.84,5.7,3.87,20.89,2.21,100,43.77
26012,6.24,24.29,5.06,1.89,2.21,45.39,7.52,72.65,53.53
26013,3.04,19.04,1.35,1.89,0.55,27.18,0.68,100,35.04
26014,4.16,26.42,0.54,0.71,0.62,27.9,1.78,100,35.77
26015,2.72,24.61,1.03,0.97,0.83,21.05,1.17,100,60.88
26016,3.97,18.29,1.76,2.45,0.79,27.84,2.86,3.87,40.19
26017,4.45,20.8,1.72,1.07,1.83,36.78,4.9,26.3,29.09
26018,2.56,11.83,0.79,0.68,1.07,32.91,3.56,10.02,32.51
26019,1.29,8.6,0.46,1.02,0.31,23.18,1.27,4.18,28.74
26020,5.07,27.66,2.99,2.05,0.7,39.66,4.63,100,22.58
26021,6.55,38.04,6.07,8,6.25,23.5,3.62,100,37.36
26022,4.64,35.93,4.19,22.33,4.61,19.28,3.98,100,47.58
26023,2.17,17.93,1.75,0.25,0.57,21.72,1.64,100,35.95
26024,1.35,19.19,1.48,0.98,0.5,20.96,3.08,100,49.36
26025,3.3,14.69,1.57,1.25,1.36,38.33,5.98,21.46,37.29
26026,6.28,21.21,3.6,4.43,1.08,54.47,16.54,69.94,57.15
26027,2.55,16.42,1.65,2.27,1.04,29.22,3.17,21.88,22.22
26028,2.42,20.6,0.61,0.52,0.52,18.35,0.78,100,39.62
26029,3.51,14.82,3.76,2.22,1.08,35.39,10.76,13.69,35
26030,2.11,10.8,0.83,0.72,1.93,31.27,4.72,4.13,19.24
26031,3.37,30.58,3.48,2.15,0.22,26.65,2.59,100,38.88
26032,3.8,21.05,0.31,1.46,0.52,18.88,1.66,100,39.24
26033,5.28,21.69,3.63,2.06,6.11,47.06,4.69,61.58,61.46
26034,2.78,21.82,0.78,1.04,0,23.17,0.52,100,30.9
26035,3.57,19.95,2.64,2.47,1.09,35.23,3.78,44.45,31
26036,2.13,13.96,1.14,1.42,2.04,30.01,3.4,10.44,17.83
26037,3.82,27.28,3.88,3.81,2.97,19.67,3.12,100,38.81
26038,2.05,16.57,0.19,0.66,0.47,20.98,1,100,26.91
26039,1.47,13.61,0.57,1.75,0.32,27.97,1.13,5.26,29.11
26040,4.62,36.06,3.86,11.14,0.24,26.22,4.15,100,47.72
26041,1.94,11.99,0.52,0.59,0.67,30.2,2.73,9.9,15.19
26042,4.21,16.32,4.02,1.59,2.1,43.8,8.29,27.83,44.8
26043,1.54,8.66,0.51,1.11,16.51,35.13,3.71,3.52,28.09
26044,4.67,42.52,1.78,1.02,0.51,32.11,1.53,100,69.44
26045,3.9,29.05,2.62,11.66,2.73,29.75,3.56,100,50.38
26046,2.06,21.87,1.58,2.48,5.42,23.26,2.03,100,42.38
26047,3.71,21.03,2.64,1.74,1.89,31.83,4.87,42.86,27.72
26048,2.7,14.48,0.69,4.98,2.16,34.62,4.73,1.02,24.74
26049,15.83,41.52,24.33,21.44,18.54,42.42,12.24,100,71.91
26050,5.52,34.42,5,2.39,0.38,25.95,3.81,100,42.65
26051,10.89,38.06,13.19,6.28,4.2,41.25,9.84,100,63.73
26052,4.66,28.47,4.07,2.65,2.42,30.51,12.39,100,47.9
26053,2.73,18.8,1.79,1.78,1.02,22.83,0.26,100,46.28
26054,2.55,24.47,8.73,2.08,21.83,37.06,8.32,100,20.63
26055,3.25,17.52,0.75,1.86,1.08,34.89,4.99,8.26,35.76
26056,11.63,38.64,5.28,7.35,2.01,58.84,11.69,32.01,36.72
26057,4.79,33.76,3.63,1.01,4.14,17.12,2.63,100,50.1
26058,1.84,15.65,1.91,1.62,0.66,28.51,1.73,25.91,24.39
26059,2.25,15.41,0.83,2.47,7.08,28.92,3.81,100,49.34
26060,4.95,26.33,3.92,4.37,7.25,32.57,2.32,100,34.76
26061,7.09,36.29,2.43,2.27,2.19,25.3,4.22,100,35.65
26062,5.43,34.19,1.88,3.34,1.79,28.4,0.36,100,37.73
26063,3.13,31.21,1.62,0.15,0,21.05,5.86,100,51.57
26064,4.65,29.92,6.95,6.79,4.8,33.89,5.95,100,40.8
26065,4.45,30.07,3.01,5.09,4.05,27.31,3.24,100,43.53
26066,4.17,22.43,2.01,0.63,0.59,28.35,1.87,100,37.63
26067,3.21,25.24,0.69,0.4,0.12,18.91,0.69,100,27.58
26068,2.41,25.42,2.15,2.63,2.24,18.8,1.28,100,46.67
26069,10.61,37.16,3.54,7.95,16.76,37.13,15.49,100,53.08
26070,3.54,20.22,1.33,1.86,1.79,40.24,3.31,17.91,31.79
26071,5.6,22.24,3.8,3.02,1.18,48.28,5.68,37.43,50.73
26072,6.35,25.67,4.66,4.31,4.37,52.11,9.29,45.4,54.24
27001,11.51,32.35,4.69,4.97,16,49.16,8.82,67.12,68.55
27002,7.41,24.48,3.51,1.29,25.79,44.51,9.04,55.94,44.67
27003,8.15,22.66,4.69,2.16,59.52,50.43,12.19,69.66,53.72
27004,4.1,13.46,0.83,0.26,3.03,36.62,3.33,23.63,27.7
27005,7.63,24.86,3.24,0.89,15.88,44.54,9.17,63.79,46.24
27006,7.76,25.93,3.9,0.9,33.52,43.98,8.02,77.99,50.4
27007,7.38,24.3,0.59,0.92,3.43,44.42,1.81,32.14,53.35
27008,9.9,29.84,4.52,3.02,50.89,49.21,7.15,75.74,53.28
27009,8.04,23.65,2.91,0.87,8.46,41.89,4.52,100,50.3
27010,7.6,21.5,3.43,0.69,10.89,44.14,6.13,74.4,41.59
27011,11.55,28.81,3.33,2.63,6.03,53.89,7.09,76.62,77.56
27012,7.98,21.7,5.16,1.49,30.56,47.5,11.6,58.18,53.61
27013,8.84,18.52,2,0.42,2.41,43.09,4.3,66.59,34.52
27014,4.66,18.01,2.07,0.53,9.21,38.43,3.02,64.95,40.43
27015,9.28,27.83,9.92,2.16,13.18,55.13,7.92,82.57,72.21
27016,11.83,29.81,2.15,1.3,12.33,48.62,4.72,50.43,47.81
27017,10.51,27.98,4.21,2.7,15.19,46.01,6.74,44.74,64.68
28001,8.67,31.37,1.99,3.13,4.87,40.23,3.46,50.22,63.44
28002,7.87,33.4,1.2,3.47,6.86,40.3,3.9,53.64,53.31
28003,3.9,16.23,0.63,1.34,1.21,39.87,4.21,13.34,33.62
28004,9.14,32.84,2.63,2.52,12.42,40.87,6.24,100,67.72
28005,7.1,44.17,2.42,5.72,21.63,29.28,4.05,100,59.39
28006,19.48,46.32,7.46,4.76,43.96,49.74,7.74,100,85.02
28007,5.69,26.55,0.83,1.05,0.82,30.33,1.53,46.53,30.96
28008,9.5,38.36,3.47,8.68,37.33,47.64,7.19,100,68.22
28009,1.86,8.44,0.18,0.91,0.29,25.04,2.28,0,31.03
28010,10.1,37.17,2.84,7.41,7.31,36.54,3.28,100,55.26
28011,11.67,31.12,2.05,2.74,6.97,42.54,5.88,100,73.36
28012,9.49,34.01,1.09,2.79,4.81,45.54,6.85,46.38,55.9
28013,7.27,31.43,7.06,2.12,12.34,46.25,8.24,100,70.98
28014,4.11,22.82,0.95,0.68,1.66,20.92,1.41,100,32.73
28015,5.36,24.4,1.95,1.95,2.72,28.14,2.16,26.95,38.17
28016,6.28,31.52,2.17,1.94,7.38,40.88,8.82,72.24,63.59
28017,8.8,32.81,3.63,4.08,3.53,44.69,6.69,62.71,61.65
28018,6.07,26.75,1.24,1.89,1.43,40.97,2.3,33.99,46.76
28019,9.7,36.53,2.06,5.31,10.19,39.08,8.22,100,63.93
28020,6.48,32.88,3.92,11.3,9.11,34.14,5.51,100,71.62
28021,5.87,20.28,0.68,0.68,0.85,34.75,4.73,26.78,46.68
28022,3.08,14.25,0.41,2.05,4.03,36,3.01,8.05,31.41
28023,7.93,43.92,2.32,8.13,31.08,33.36,4.07,100,51.66
28024,4.3,19.18,0.23,0.02,0,24.12,0.85,100,21.34
28025,3.29,17.11,0.51,0.76,0.61,24.95,1,25.98,27.5
28026,16.89,43.81,3.56,9.91,27.27,46.28,9.01,100,84
28027,2.81,13.34,0.2,1.14,1.09,36.89,2.37,0.87,31.8
28028,9.32,30.23,3.02,2.87,8.09,41.98,8.26,100,73.08
28029,8.7,35.56,2.18,4.01,8.75,40.05,10.27,60.69,58.41
28030,6.82,27.53,0.6,1.18,1.72,40.3,5.63,60.65,58.73
28031,9.09,39.94,3.98,6.02,7.18,34.53,2.35,100,65.84
28032,2.58,12.2,0.34,0.9,1.97,37.15,2.86,3.19,29.42
28033,4.81,20.13,0.55,2.26,4.74,39.15,3.14,10.51,36.87
28034,6.1,40.17,5.7,10.75,16.23,42.11,8.88,100,79.84
28035,6.53,28.17,1.18,2.89,4.19,42.64,4.94,48.16,48.09
28036,7.59,38.73,7.61,21.12,63.9,56.55,7.61,100,83.62
28037,8.49,34.23,1.83,7.06,14.67,43.13,4.14,57.12,51.08
28038,2.08,9.74,0.15,0.23,0.21,26.75,1.09,0.09,25.9
28039,11.93,38.59,1.52,5.22,22.08,45.32,8.61,63.58,73.44
28040,4.35,20.5,1.18,1.93,4.1,35.24,2.07,22.56,46.16
28041,2.48,12.22,0.54,1.34,1.48,32.5,4.6,5.22,27.09
28042,6.17,38.85,3.93,5.8,7.78,38.38,6.79,100,67.7
28043,7.87,24.28,1.56,2.28,5.5,37.11,4.7,58.04,54.16
29001,2.69,10.08,2,0.97,0.4,40.83,1.99,7.71,50.74
29002,2.36,9.26,1.51,0.43,0.48,32,1.94,100,44.48
29003,8.96,25.39,8.79,2.58,0.67,48.33,4.98,100,68.33
29004,8.71,27.88,8.74,2,2.23,58.37,4.39,100,75.98
29005,2.83,9.51,0.57,0.3,0.32,28.83,1.1,9.71,42.83
29006,4.7,14.84,1.01,0.97,1.13,44.03,3.68,25.76,54.5
29007,14,30.22,11.33,2.24,1.9,56.43,3.51,7.28,61.68
29008,8.17,25.11,2.97,1.09,0.81,54.49,1.96,38.57,61.36
29009,4.65,15.06,6.1,1.74,0.38,45.63,2.88,100,61.7
29010,2.95,10.93,1.68,0.47,0.44,40.4,2.83,27.39,60.03
29011,4.88,18.09,1.56,2.94,2.24,44.03,1.91,100,62.3
29012,7.83,25.12,4.58,1.61,1.22,51.26,7.68,100,74.05
29013,6.56,19.09,1.92,1.05,0.9,51.88,2.68,23.9,59.89
29014,7.55,22.19,4.15,1.44,0.74,47.78,3.44,100,64.51
29015,4.39,15.36,1.86,0.68,3.99,40.56,3.82,81.44,56.5
29016,7.86,20.47,0.52,0.46,1.19,46.53,4.9,0.74,63.47
29017,7.54,19.29,0.69,0.32,0.3,50.17,9.67,0.71,54.1
29018,5.92,15.84,5.01,0.66,0.13,53.8,6.07,21.3,62.95
29019,2.88,12.64,1,0.78,1.38,43.08,6.3,23.68,51.44
29020,7.29,19.16,1.95,0.85,1.4,50.35,5.86,100,55.39
29021,6.6,19.26,0.81,0.66,0.44,43.47,3,26.82,62.83
29022,4.36,14.58,1.08,0.25,0,49.96,2.64,100,63.52
29023,4.69,16.06,3.15,1.04,4.28,47.54,5.74,100,56.45
29024,4.44,12.57,3.81,0.94,2.68,35.54,5.49,70.73,48.34
29025,9.85,21.95,3.12,1.37,3.08,58.6,6.12,1.21,41.74
29026,3.95,13.28,4.62,1.02,0.36,43.39,2.6,67.94,52.06
29027,9.83,24.26,1.48,0.67,0.73,43.07,6.9,1.08,52.93
29028,5.73,15.46,3.35,1.17,0.25,49.97,5.9,25.06,53.36
29029,2.98,12.51,1.4,1,3.27,42.16,5.56,100,51.86
29030,10.8,27.86,4.4,2.83,1.69,57.86,5.11,100,70.38
29031,5.22,15.2,4.49,1.44,1.14,38.61,2.62,29.6,50.84
29032,2.94,13.74,2.73,1.58,2.4,41.97,4.5,100,54.01
29033,1.84,6.57,0.55,0.47,0.56,24.74,1.7,16.78,34.14
29034,8.78,23.44,6.06,1.16,1.2,50.68,4.53,62.93,73.09
29035,4.66,16.38,2.76,1.39,0,44.57,1.84,0.45,56.36
29036,2.69,9.73,0.62,0.48,1.68,33.53,2.42,66.11,38.79
29037,13.39,33.47,4.12,1.74,12.09,58.19,4.74,23.64,78.16
29038,3.84,11.67,5.06,1.99,11.46,39.06,3.07,30.78,54.06
29039,5.02,15.99,4.68,1.74,0.44,51.32,4.47,53.19,58.72
29040,5.42,19.77,7.74,1.65,0.45,44.69,5.23,100,59.31
29041,4.52,12.83,1.46,0.8,0.75,42.83,4.01,14.92,46.95
29042,2.52,10.91,0.84,0.95,2.66,35.82,3.62,0,42.69
29043,3.2,10.07,1.58,0.71,0.5,32.31,1.9,43.69,39.33
29044,3.73,13.18,1.31,0.73,1.33,42.44,3.97,0.49,51.73
29045,7.5,19,0.25,0.46,0,50.19,2.01,0.23,48.43
29046,9.59,26.38,1.89,0.39,0.56,62.11,3.07,100,82.44
29047,6.93,21.02,3.43,0.51,0.04,54.19,1.34,100,76.51
29048,5.12,16.33,4.92,1.51,0.77,55.24,4.08,0,54.07
29049,3.32,18.49,1.82,0.91,0.61,33.03,2.81,0.61,47.21
29050,6.41,16.89,3.48,1,0.2,48.84,6.85,0.22,61.73
29051,4.63,12.86,3.01,2.06,4.86,31.72,3.85,100,50.85
29052,9.06,24.88,10.71,1.7,0.04,55.98,2.58,4.93,65.84
29053,4,13.91,2.54,2.43,6.61,48.31,4.41,1.96,48.91
29054,3.07,13.51,0.82,0.54,0.44,39.49,0.79,0.75,54.37
29055,7.66,19.31,4.56,1.31,1.06,36.64,3.33,100,65.49
29056,4.78,14.86,3.41,1.87,5.85,45.61,7.01,0.13,52.41
29057,4.4,15.91,2.98,1.07,0.72,39.04,3.98,100,63.97
29058,7.28,19.37,2.86,1.57,0.43,43.08,5.91,0,60.22
29059,4.74,17.05,1.63,1.13,0.24,47.99,5.08,100,62.37
29060,4.56,14.95,2.66,2.24,5.07,49.33,4.74,100,57.5
30001,16.52,38.92,2.64,3.52,4.52,52.46,12.55,100,59.69
30002,10.72,35.51,0.03,0.39,0.62,50.14,0.78,100,78.17
30003,13.73,30.75,3.34,3.44,19.64,42.61,12.32,39.23,59.58
30004,14.92,40.8,1.73,0.69,2.91,28.5,4.31,100,59.55
30005,19.83,42.72,7.88,2.02,28.8,35.44,7.92,100,59.94
30006,14.39,36.52,4.63,5.6,27.9,58.95,33.68,66.43,64.88
30007,11.64,47.15,19.08,3.35,10.7,40.51,14.52,100,77.18
30008,25.86,50.74,1.31,5.22,24.74,54.66,3.51,100,81.6
30009,18.61,45.32,1.45,0.71,4.67,33.33,4.09,100,55.95
30010,18.18,43.88,1.91,3.24,28.06,59.57,20.16,67.35,76.56
30011,10.75,28.82,3.79,2.7,23.28,32.16,4.99,43.93,52.32
30012,16.5,41.2,10.25,1.42,57.59,29.45,4.51,100,52.96
30013,6.16,21.3,0.52,2.18,12.1,33.17,6.83,27.13,41.51
30014,9.38,30.75,3.86,2.04,25.89,41.33,13.78,65.59,58.94
30015,19.76,43.4,6.26,5.44,11.64,33.84,9.94,64.11,62.57
30016,5.77,24.42,1.63,0.52,1.36,33.59,5.27,25.13,52.24
30017,9.48,34.82,4.79,1.22,11.95,30.06,8.15,100,57.5
30018,29.53,55.17,16.47,4.12,31,61.96,11.46,100,91.62
30019,39.06,58.65,1.12,2.33,26.86,59.56,31.61,100,78.28
30020,39.12,58.91,2.86,1.57,41.18,64.89,26.53,100,86.86
30021,8.58,28.85,3.23,1.63,20.23,40.51,10.94,37.84,63.56
30022,19.5,38.51,4.6,4.06,7.59,61.19,25.92,55.41,68.83
30023,20.5,48.18,3.54,5.36,15.46,55.29,4.79,100,81.11
30024,19.58,50.44,9.31,4.94,4.38,53.1,23.94,100,82.34
30025,35.56,61.82,2.64,2.88,1.83,67.93,6.6,100,84.23
30026,6.34,18.9,0.44,0.38,1.93,38.68,1.22,8.8,39.48
30027,25.12,43.33,1.51,8.83,33.56,42.23,5.58,100,81.08
30028,3.3,13.39,0.13,0.15,1.34,26.81,2.27,1.16,26.8
30029,30.83,56.61,1.45,5.63,21.75,66.83,12.46,100,85.79
30030,10.56,21.51,0.42,0.77,12.25,40.1,17,14.69,50.74
30031,20.05,48.65,27.7,3.37,8.77,46.65,4.3,100,76.39
30032,17.06,37.11,1.68,3.35,5.78,39.89,17.49,43.17,68.37
30033,15.09,36.6,2.01,3.35,42.2,44.13,24.31,100,67.37
30034,6.06,18.82,0.91,0.61,1.58,33.27,10.18,13.69,42.63
30035,19.58,39.85,7.98,6.53,7.86,40.91,42.37,54.83,81.25
30036,19.05,40.08,1.22,5.6,4.31,56.87,9.21,27.44,58.25
30037,30.23,54.22,3.71,5.76,7.5,66.43,4.96,100,77.78
30038,7.48,22.94,0.6,1.01,1.76,35.86,6.08,29.47,43.97
30039,4.77,15.72,0.44,0.75,5.55,34.23,2.77,4.01,35.21
30040,6.96,19.35,0.43,2.04,9.81,37.68,16.01,29.61,29.88
30041,19.48,45.26,5.49,3.5,9.62,54.87,18.54,100,74.24
30042,18.91,44.06,13.02,5.09,28.5,40.97,3.4,100,75.47
30043,19.9,51.06,14.81,3.29,25.05,49.14,4.04,100,81
30044,5.33,18.24,0.55,0.7,8.68,36.42,5.14,18.55,36.79
30045,10.85,28.15,4.42,1.17,12.62,31.24,4.85,46.7,49.36
30046,17.41,49.68,6.14,3.87,0.7,53.81,16.54,100,71.45
30047,26.2,50.85,2.36,3.69,12.67,61.42,32.42,57.3,69.16
30048,7.49,20.26,0.96,1.38,23.88,41.11,4.42,28.31,36
30049,15.88,41.23,11.61,1.83,12.35,41.63,13.4,100,54.55
30050,28.17,44.39,9.18,10.15,58.42,55.83,15.62,100,81.11
30051,29.78,45.87,3.17,3.8,25.73,53.26,10.27,61.45,77.1
30052,11.82,32.69,7.74,2.92,3.13,43.34,21.79,100,68.37
30053,10.42,30.95,3.34,1.92,26.28,37.06,5.65,48.03,58.21
30054,13.84,39.36,5.12,1.96,17.6,29.15,4.3,100,65.48
30055,22.54,39.58,1.74,4.72,41.92,37.8,27.35,100,56.71
30056,32.46,48.8,4.63,4.86,62.3,45.89,9.11,100,76.3
30057,24.22,53.02,3.29,5.23,19.47,60.32,4.62,100,87.19
30058,16.58,36,0.56,4.08,36.88,37.04,39.41,100,70.42
30059,12.1,31.89,5.3,3.42,23.76,40.87,9.68,50.39,49.88
30060,15.23,34.67,1.03,5.38,24.94,49.91,26.91,65.22,70.01
30061,14.96,40.48,9,13.8,51.69,48.87,22.53,44.86,68.81
30062,18.07,44.71,2.13,2.9,8.76,54.68,18.3,42.33,66.04
30063,17.97,40.95,2.34,6.8,9,39.35,50.98,100,76.36
30064,32.11,44.65,2.4,6.69,26.92,58.9,7.82,100,85.34
30065,5.85,24.88,2.21,1.48,1.25,33.11,5.2,73.23,32.66
30066,20.32,39.06,2.64,4.97,47.53,43.62,3.89,100,74.13
30067,39.8,61.69,5.64,5.19,21.81,82.18,4.53,18.97,80.65
30068,5.44,18.89,0.76,0.8,4.51,34.13,6.24,33.07,44.86
30069,8.99,27.6,1.09,3.03,36.29,38.29,16.09,43.95,61.27
30070,13.33,39.51,6.11,5.93,69.54,48.89,16.97,100,82.67
30071,12.44,34.57,1.54,2.47,3.96,48.6,22.61,42.62,66.61
30072,19.72,41.1,6.21,13.82,22.76,48.09,14.43,74.9,67.53
30073,22.17,42.59,3.52,3.37,14.04,38.13,34.2,85.38,72.07
30074,7.87,21.74,1.57,1.39,2.17,45.1,8.47,100,48.67
30075,21.22,43.72,7.94,3.18,57.91,35.62,12.71,100,70.23
30076,42.42,60.64,1.66,4.69,68.38,55.12,18.79,100,82.6
30077,14.01,37.91,3.56,3.42,15.77,42.26,9.18,37.72,52.64
30078,17.91,36.59,1.85,5.29,22.24,42.85,60.38,100,79.52
30079,22.31,52.94,1.59,2.87,2.91,60.53,5.03,100,78.37
30080,15.61,42.12,0.92,2.4,17.32,52.32,36.14,68.94,77.15
30081,15.87,31.7,1.24,4.9,15.46,42.26,19.94,61.32,53.77
30082,9.34,29.39,2.26,1.67,43.18,44.1,4.83,31.9,36.2
30083,24.68,44.45,1.84,4.06,46.13,45.41,47.23,100,83.38
30084,21.27,42.88,7.22,3.79,38.68,32.68,5.67,100,63.34
30085,8.8,24.05,2.02,1.63,4.69,39.49,13.71,48.4,45.84
30086,17.42,43.35,2,2.41,6.73,63.72,22.4,67.34,80.31
30087,3.95,13.27,0.26,0.52,0.61,28.83,2.7,2.8,33.02
30088,18,51.12,1.61,1.71,2.65,38.05,15.02,100,83.08
30089,9.25,25.05,2.05,2.93,45.95,38.47,5.1,17.38,51.67
30090,11.39,34.85,5.19,2.01,39.2,39.32,8.27,100,41.68
30091,15.35,40.8,4.78,3.74,46.05,44.57,14.19,100,60.22
30092,15.23,36.85,1.31,2.15,2.11,54.16,15.71,26.37,60.07
30093,9.83,28.32,1.08,1.6,6.73,46.47,4.73,100,53.79
30094,16.41,41.16,5.18,2.44,8.94,37.82,7.83,60.67,62.96
30095,22.14,46.92,5.59,3.21,7.4,44.03,24.36,100,80.47
30096,14.04,41.08,2.72,1.62,8.36,38,3.76,100,87.13
30097,9.86,26.13,1.33,1.64,6.09,26.82,2.27,7.08,44.04
30098,25,43.93,2.19,0.99,0.72,64.33,6.93,100,76.58
30099,16.42,36.95,2.07,3.91,20.87,55.07,18.12,29.92,74.68
30100,10.52,37.4,6.56,1.19,8.5,38.08,9.04,76.61,45.2
30101,13.17,30.08,2.31,2.6,7.14,43.73,13.46,58,61.96
30102,8.84,25.45,1.43,2.15,20.87,38.93,14.7,25.64,45.85
30103,35.52,57.78,3.63,13.57,42.06,64.44,19.38,56.12,75.11
30104,27.07,50.39,27.44,4.76,13.68,55.49,12.55,64.99,82.43
30105,5.95,20.63,1.68,0.97,27.83,30.93,4.86,40.04,25.13
30106,11.23,43.55,2.71,2.36,1.6,60.2,6.46,100,81.03
30107,26.26,49.42,5.45,6.47,21.19,67.7,8.04,100,85.95
30108,7.11,21.24,2.71,3.28,31.19,36.93,8.54,29.01,42.71
30109,10.82,31.63,2.04,2.96,22.67,42.82,19.27,57.36,64.98
30110,55.5,72.06,2.52,13.55,44.47,70.46,50.53,100,88
30111,10.15,32.19,3.95,4.06,31.14,43.37,8.29,52.25,51.7
30112,12.5,32.82,1.01,1.17,3.41,44.09,2.84,54.42,63.78
30113,15.43,37.64,10.24,1.56,12.56,56.97,27.16,100,68.53
30114,10.33,33.39,5.19,5.9,43.7,31.51,13.1,100,65.7
30115,7.96,21.72,1.13,1.22,2.15,40.88,7.5,36.33,58.68
30116,12.05,29.75,1.99,3.27,46.2,40.69,5.74,14.04,57.06
30117,14.4,38.64,9.88,2.52,4.36,43.42,20.25,100,79.34
30118,3.49,10.94,0.2,0.35,0.3,27.31,1.48,0.12,35.03
30119,11.85,32.73,5.2,1.76,14.33,31.59,5.14,100,59.99
30120,11.59,33.94,10.38,1.82,63.91,52.36,16.49,0.27,54.81
30121,11.55,38.22,2.67,11.89,40.98,40.66,28.08,100,53.19
30122,31.13,53.91,7.59,5.24,12.73,55.18,7.61,46.99,77.28
30123,7.53,26.85,1.11,4.48,17.14,41.72,11.21,47.64,45.09
30124,12.39,30.41,1.37,3.36,54.81,46.01,27.85,62.51,64.73
30125,11.76,40.3,9.79,1.62,17.54,44.89,9.84,54.01,74.14
30126,9.38,34.04,5.41,1.34,3.17,36.72,7.43,77.08,57.43
30127,34.06,62.5,2.44,5.57,9.32,73.08,11.42,100,84.97
30128,9.81,28.76,1.19,1.24,1.56,51.78,4.82,45.61,60.79
